show_id,person_id,job_id
72,3603,0
72,5812,0
72,25784,0
72,9282,0
72,7075,0
72,5592,0
72,8876,0
72,20357,0
72,17795,1
72,27096,1
73,5193,0
73,15459,0
73,6482,0
73,3866,0
73,28549,0
73,23198,0
73,14730,0
73,3313,0
73,3733,1
73,21219,1
74,13294,0
74,15144,0
74,11130,0
74,22603,0
74,8028,0
74,19230,0
74,18659,0
74,14589,0
74,8894,0
74,28604,1
75,27361,0
75,3020,0
75,15148,0
75,5914,0
75,9620,0
75,24393,0
75,5396,0
75,6929,0
75,7375,0
75,7487,0
75,16493,0
75,10249,0
75,15475,0
75,10712,0
75,28650,0
75,22216,0
75,13803,0
75,15220,0
75,16517,0
75,5786,0
75,18161,0
75,14352,0
75,19420,0
75,26777,0
75,17644,0
75,21738,0
75,21867,0
75,22384,0
75,24524,0
75,4228,0
75,21789,0
75,5911,0
75,8174,0
75,27551,0
75,320,0
75,25881,0
75,21299,1
76,9659,0
76,22489,0
76,7194,0
76,13034,0
76,20358,0
76,18243,1
77,11136,0
77,12494,0
77,18661,0
77,24173,0
77,15576,0
77,14134,0
77,293,0
77,26211,0
77,18769,0
77,14559,0
77,12668,0
77,22993,0
77,27892,0
77,13165,0
77,22649,1
78,27596,0
78,1555,1
79,4129,0
79,19008,0
79,5606,0
79,7493,0
79,12958,0
79,19806,0
79,4805,0
79,20936,0
79,4715,0
79,27193,0
79,16788,0
79,2924,0
79,2288,1
80,4092,0
80,5322,0
80,15649,0
80,28511,0
80,7877,0
80,9495,0
80,757,0
80,9794,0
80,22149,1
81,7551,0
81,11103,0
81,4796,0
81,4881,0
81,27972,0
81,22155,0
81,11424,0
81,24673,0
81,26571,0
81,26922,0
81,18405,1
82,9696,0
82,6540,0
82,2269,0
82,25595,0
82,2268,0
82,11390,0
82,10902,0
82,9351,0
82,11467,0
82,22627,0
82,11081,1
83,11407,0
83,24596,0
83,16043,0
83,22154,0
83,7022,0
83,27006,0
83,22398,0
83,11502,0
83,8360,1
83,24596,1
84,7551,0
84,11257,0
84,11383,0
84,15355,0
84,6354,0
84,12703,0
84,20812,0
84,11357,0
84,27191,1
85,17466,0
85,11399,0
85,13397,0
85,17081,0
85,18621,0
85,18861,0
85,4660,0
85,19887,0
85,18256,0
85,16165,0
85,16776,1
86,5568,0
86,12845,0
86,22471,0
86,7466,0
86,9095,0
86,8879,0
86,12844,0
86,9688,0
86,12386,0
86,23736,0
86,28604,1
87,22128,0
87,29272,0
87,3373,0
87,15042,0
87,29271,0
87,29269,0
87,8878,0
87,20428,0
87,22128,1
87,29272,1
88,24268,0
88,21697,0
88,3841,0
88,24752,1
89,12159,0
89,7795,0
89,12990,0
89,9374,0
89,14407,0
89,26463,0
89,26663,0
89,17763,0
89,10553,0
89,13515,0
89,11429,0
89,8133,0
89,17478,0
89,17622,0
89,9608,0
89,26598,1
90,18836,0
90,27559,0
90,2358,0
90,22044,0
90,21941,0
90,7114,0
90,24043,0
90,23610,1
91,24034,0
91,2522,0
91,16766,0
91,88,0
91,19663,0
91,27690,0
91,16903,0
91,6650,0
91,21726,0
91,15098,0
91,24283,1
92,25370,0
92,27288,0
92,22664,0
92,7648,0
92,27042,0
92,27058,0
92,22446,0
92,4789,0
92,20211,0
92,14530,0
92,3625,0
92,690,0
92,16100,0
92,20498,0
92,26350,0
92,20999,0
92,14417,1
93,485,0
93,19496,0
93,7168,0
93,10411,0
93,27753,0
93,21730,0
93,24684,0
93,21999,0
93,20744,1
94,25353,0
94,10985,0
94,19496,0
94,22239,0
94,28260,0
94,7180,0
94,10445,0
94,22004,0
94,24078,1
95,27559,0
95,8256,0
95,19496,0
95,28260,0
95,15156,0
95,22800,0
95,19045,0
95,12973,0
95,2670,0
95,11931,0
95,1992,1
95,2366,1
96,27559,0
96,22818,0
96,10985,0
96,19655,0
96,2358,0
96,11832,0
96,24021,1
97,27559,0
97,485,0
97,15010,0
97,16846,0
97,24674,0
97,6327,0
97,26179,0
97,18016,0
97,1624,0
97,5508,0
97,27661,1
98,27559,0
98,22818,0
98,2358,0
98,23146,0
98,19662,0
98,5416,0
98,24187,0
98,22326,0
98,14266,0
98,23610,1
99,9582,0
99,26180,0
99,22096,0
99,2358,0
99,24252,0
99,24748,0
99,14863,0
99,18947,0
99,6436,1
100,20227,0
100,2207,0
100,19654,0
100,22040,0
100,2642,0
100,1469,0
100,10369,0
100,7064,1
101,28222,0
101,29097,0
101,25053,0
101,19971,0
101,24629,0
101,26051,0
101,25090,0
101,2408,1
102,650,0
102,8032,0
102,13931,0
102,21567,0
102,22157,0
102,19568,0
102,2763,0
102,2921,0
102,18681,1
103,710,0
103,10803,0
103,25392,0
103,25399,0
103,24206,0
103,16662,0
103,174,0
103,15150,0
103,21499,0
103,4984,0
103,18681,1
104,13848,0
104,22040,0
104,21985,0
104,11619,0
104,24920,0
104,16860,0
104,28147,0
104,21100,1
105,26067,0
105,23563,0
105,20757,0
105,23987,0
105,7179,0
105,25433,0
105,13848,0
105,13972,0
105,3498,1
106,1473,0
106,24034,0
106,26051,0
106,2442,0
106,178,0
106,28222,0
106,27559,0
106,23144,0
106,24629,0
106,7011,0
106,1518,0
106,19655,0
106,2408,1
107,24522,0
107,27559,0
107,19959,0
107,21642,0
107,26036,0
107,21856,0
107,21499,0
107,9446,0
107,1290,0
107,25919,0
107,21968,1
107,15011,1
108,27998,0
108,8032,0
108,27559,0
108,19415,0
108,22017,0
108,10802,0
108,2047,0
108,18681,1
109,14936,0
109,28879,0
109,18285,0
109,27725,0
109,1910,1
110,21428,0
110,16376,0
110,20313,0
110,7773,0
110,4611,0
110,3583,0
110,28479,0
110,1442,0
110,15501,0
110,17976,0
110,23108,1
111,4043,0
111,1692,0
111,13533,0
111,23703,0
111,5321,1
112,6547,0
112,23280,0
112,16092,0
112,1440,0
112,1095,0
112,17104,0
112,6547,1
113,11725,0
113,10954,0
113,16935,0
113,1532,0
113,406,0
113,22323,0
113,13712,0
113,15758,0
113,18402,0
113,3940,1
114,2300,0
114,8564,0
114,12068,0
114,4830,0
114,950,0
114,20337,0
114,8681,0
114,5173,0
114,3323,0
114,11540,0
114,7383,1
115,2637,0
115,16881,0
115,19426,0
115,21977,0
115,16864,1
116,2060,0
116,10996,0
116,16888,0
116,3088,0
116,3639,0
116,16671,0
116,23411,0
116,24190,0
116,20568,1
117,7775,0
117,11440,0
117,9396,0
117,24186,0
117,8301,0
117,3543,0
117,14425,0
117,15487,0
117,1304,0
117,5917,0
117,12849,0
117,28558,0
117,20330,0
117,20559,0
117,25742,1
118,10467,0
118,10155,0
118,23802,0
118,2121,0
118,14544,0
118,9214,0
118,27550,0
118,10680,0
118,11575,1
119,12752,0
119,3795,0
119,1203,0
119,27934,0
119,15620,0
119,20671,0
119,17135,0
119,8612,1
120,8679,0
120,19876,0
120,9737,0
120,9054,0
120,19319,0
120,13428,1
121,7030,0
121,25164,0
121,21045,0
121,26687,0
121,17906,0
121,10696,0
121,10877,1
122,16079,0
122,13651,1
123,3300,0
123,8161,0
123,6271,0
123,3843,0
123,25700,0
123,4532,0
123,8950,0
123,6031,0
123,25829,1
124,18622,0
124,13617,0
124,1923,0
124,10550,0
124,4621,0
124,19393,0
124,6917,0
124,5161,0
124,210,0
124,4662,0
124,4825,1
125,28681,0
125,16503,0
125,837,0
125,19699,0
125,23848,0
125,2929,0
125,8270,0
125,21063,0
125,22212,0
125,3046,0
125,20759,0
125,13756,0
125,11793,0
125,5515,0
125,9441,0
125,13652,1
126,12671,0
126,12629,0
126,11220,0
126,18978,0
126,26601,0
126,16720,0
126,18010,0
126,25698,0
126,28088,1
127,5619,0
127,19900,0
127,12146,0
127,25634,0
127,23811,0
127,10435,0
127,18344,0
127,27195,0
127,13105,1
128,16628,0
128,27131,0
128,3603,0
128,21069,0
128,18295,0
128,1804,0
128,24907,0
128,6569,0
128,27460,0
128,9818,0
128,7438,1
129,8054,0
129,22122,0
129,6643,0
129,10723,0
129,27541,0
129,27454,0
129,15852,0
129,13887,0
129,24678,0
129,8427,0
129,467,1
130,745,0
130,23219,0
130,19194,0
130,11270,0
130,17796,0
130,13410,0
130,22313,0
130,21774,1
131,26116,0
131,28031,0
131,22500,0
131,21586,0
131,25119,0
131,20749,0
131,6788,0
131,9162,0
131,2032,0
131,28848,0
131,372,0
131,22452,0
131,21544,0
131,21640,0
131,23531,0
131,2637,0
131,21606,0
131,2802,0
131,3744,0
131,2725,0
131,19625,0
131,14901,0
131,3240,1
131,21689,1
131,14062,1
131,27837,1
131,14064,1
131,2637,1
131,22237,1
131,24219,1
131,9162,1
132,8480,0
132,20211,0
132,28556,0
132,27288,0
132,18511,0
132,14009,0
132,4189,0
132,12007,0
132,3697,0
132,9185,0
132,3054,0
132,14281,1
133,25985,0
133,25340,0
133,17187,0
133,22204,0
133,25868,0
133,27947,0
133,5230,0
133,22456,0
133,28095,0
133,13706,1
134,15887,0
134,28836,0
134,29195,0
134,13457,0
134,4008,0
134,9506,0
134,18409,0
134,19894,0
134,14881,1
134,3850,1
135,24650,0
135,6770,0
135,19971,0
135,24274,0
135,13901,0
135,15606,0
135,19138,0
135,23146,1
136,16319,0
136,5037,0
136,2325,0
136,13631,0
136,3429,0
136,19018,0
136,13440,0
136,1724,0
136,4654,0
136,8071,0
136,847,1
137,11188,0
137,15396,1
138,8647,0
138,4650,0
138,10792,0
138,10626,0
138,15682,0
138,8551,0
138,6521,0
138,5818,0
138,8220,0
138,2317,0
138,17017,1
139,22122,0
139,22805,0
139,5013,0
139,10694,0
139,6128,0
139,18109,0
139,403,0
139,20784,0
139,19698,0
139,25066,0
139,6707,0
139,3293,0
139,226,0
139,11067,1
140,2694,0
140,24827,0
140,24763,0
140,4054,0
140,7033,0
140,23314,0
140,11529,0
140,27426,0
140,26155,0
140,11715,0
140,21314,1
141,6456,0
141,26140,1
142,21708,0
142,24888,0
142,16021,0
142,6699,0
142,8357,0
142,12583,0
142,6552,0
142,17147,0
142,11438,1
143,9215,0
143,20443,0
143,20264,0
143,27648,0
143,11971,0
143,5551,0
143,2063,0
143,1610,0
143,6218,0
143,13017,0
143,5041,1
144,23345,0
144,1174,0
144,26893,0
144,20848,0
144,15136,0
144,11492,0
144,11600,0
144,10526,1
145,4803,0
145,3766,0
145,6675,0
145,20339,0
145,25606,0
145,19796,0
145,5328,0
145,24170,0
145,6439,0
145,20803,0
145,20245,0
145,19361,0
145,3980,1
146,4803,0
146,3766,0
146,19796,0
146,5328,0
146,24170,0
146,6704,0
146,5186,0
146,23063,1
147,22302,0
147,2245,0
147,12845,0
147,1939,0
147,23040,0
147,3890,0
147,5812,0
147,1222,0
147,24768,0
147,23001,1
148,24331,0
148,26669,0
148,1294,0
148,13563,0
148,3839,0
148,20921,0
148,21319,0
148,27763,0
148,28247,0
148,27097,1
149,15673,0
149,27151,0
149,5387,0
149,17480,0
149,19511,0
149,1529,0
149,11376,0
149,3970,0
149,8819,0
149,25753,0
149,25821,1
150,3555,0
150,2094,0
150,11378,0
150,1889,0
150,4104,0
150,19108,0
150,3726,0
150,3338,0
150,19683,0
150,719,0
150,21352,1
150,5359,1
151,26854,0
151,23639,0
151,23937,0
151,11248,0
151,18401,0
151,25634,0
151,15221,0
151,608,0
151,5831,0
151,6157,0
151,22476,1
152,17759,0
152,771,0
152,18181,0
152,11986,0
152,12058,0
152,5443,0
152,16447,0
152,7575,0
152,4856,0
152,15059,0
152,3313,0
152,6783,0
152,12810,1
153,9915,0
153,5610,0
153,18958,0
153,14825,0
153,20736,0
153,5457,0
153,7950,0
153,9123,0
153,5860,0
153,13710,1
154,23937,0
154,13572,0
154,7573,0
154,23193,0
154,28517,0
154,2860,0
154,2259,0
154,15227,0
154,5498,0
154,21227,0
154,7217,0
154,12610,1
155,6061,0
155,12245,0
155,6019,0
155,7844,0
155,24232,0
155,2195,0
155,16094,0
155,4926,0
155,25223,0
155,12541,0
155,5835,0
155,27502,0
155,9281,0
155,18515,0
155,5007,0
155,17319,1
156,15673,0
156,13243,0
156,7855,0
156,27152,0
156,14451,0
156,7108,0
156,5438,0
156,27122,0
156,17243,0
156,21188,0
156,18242,0
156,16365,0
156,5364,1
157,12727,0
157,21362,0
157,27133,0
157,13572,0
157,21382,0
157,28518,0
157,12135,0
157,11737,0
157,18071,0
157,2412,0
157,16334,0
157,22725,0
157,1095,0
157,18369,0
157,18102,0
157,21021,1
158,6001,0
158,14074,0
158,28519,0
158,18310,0
158,804,0
158,23307,0
158,20485,0
158,21326,0
158,25809,0
158,19804,1
159,6006,0
159,11533,0
159,16509,0
159,2085,0
159,22658,0
159,9713,0
159,2071,0
159,21270,0
159,11581,0
159,2271,0
159,10511,1
160,2085,0
160,2883,0
160,6006,0
160,11533,0
160,22658,0
160,5297,0
160,1940,0
160,10511,1
161,28551,0
161,7310,0
161,18094,0
161,27448,0
161,3958,0
161,14180,0
161,9078,0
161,15572,0
161,24727,0
161,18527,0
161,16137,0
161,21246,0
161,6447,1
162,24596,0
162,11407,0
162,6263,0
162,14582,0
162,5791,0
162,9095,0
162,23302,0
162,7512,0
162,20162,0
162,1411,0
162,6460,1
163,13735,0
163,7447,0
163,9110,0
163,24441,0
163,12249,0
163,12740,0
163,8885,0
163,13184,1
164,7049,0
164,11184,0
164,20641,0
164,22516,0
164,4670,0
164,1214,0
164,4859,0
164,29085,1
165,27059,0
165,11938,0
165,5129,0
165,7775,0
165,9117,0
165,28518,0
165,6524,0
165,14852,0
165,7545,0
165,7520,0
165,18375,0
165,18205,0
165,23356,0
165,2187,0
165,27782,0
165,9113,1
166,5568,0
166,27248,0
166,7279,0
166,11415,0
166,11386,0
166,17023,0
166,28514,0
166,16103,0
166,5759,0
166,21851,0
166,3099,0
166,3670,0
166,5568,1
167,27469,0
167,17743,0
167,15029,0
167,17609,0
167,6294,0
167,21349,0
167,17845,0
167,4936,0
167,12163,0
167,8877,0
167,27469,1
168,9876,0
168,28626,0
168,15202,0
168,9915,0
168,3683,0
168,10207,0
168,1005,0
168,8127,0
168,14383,1
169,195,0
169,4714,0
169,14156,0
169,7948,0
169,5433,0
169,1697,0
169,3805,0
169,15302,0
169,27137,1
170,4129,0
170,6001,0
170,4932,0
170,20110,0
170,26593,0
170,6213,0
170,9925,0
170,4121,0
170,27349,1
171,17785,0
171,13294,0
171,23505,0
171,12831,0
171,18391,0
171,4157,0
171,3711,0
171,28518,0
171,17254,0
171,8758,0
171,3801,1
172,11981,0
172,29195,0
172,5141,0
172,10722,0
172,5657,0
172,29281,0
172,11731,0
172,10472,0
172,21260,0
172,21226,0
172,26261,1
173,5229,0
173,12063,0
173,642,0
173,12898,0
173,18310,0
173,15487,0
173,22403,0
173,2117,0
173,17800,0
173,22950,0
173,5637,0
173,5795,0
173,3797,1
174,23992,0
174,12155,0
174,6868,0
174,7044,0
174,28408,0
174,14429,0
174,22294,0
174,6165,0
174,15218,0
174,22931,0
174,10928,1
175,25760,0
175,5906,0
175,4660,0
175,3405,0
175,25546,1
176,12245,0
176,14205,0
176,12249,0
176,3822,0
176,8115,0
176,20826,0
176,10254,0
176,11522,0
176,12057,0
176,27366,0
176,2159,0
176,2733,0
176,21757,0
176,26590,0
176,9252,0
176,24976,0
176,8000,0
176,13529,0
176,26599,0
176,9079,1
177,5991,0
177,5108,0
177,5405,0
177,3697,0
177,7690,0
177,3528,0
177,18504,1
178,13778,0
178,29199,0
178,26285,0
178,3159,0
178,11639,0
178,21882,0
178,2304,0
178,4697,0
178,6278,0
178,11554,0
178,5977,0
178,6138,1
179,9626,0
179,4378,0
179,6217,0
179,4478,0
179,27129,0
179,12232,0
179,19685,0
179,4053,0
179,6216,0
179,14364,0
179,14773,0
179,9488,1
180,1473,0
180,24034,0
180,22138,0
180,28028,0
180,174,0
180,16559,0
180,6762,0
180,2041,0
180,16843,0
180,22089,1
181,7050,0
181,17451,0
181,4575,0
181,23322,0
181,28850,0
181,29005,1
182,11522,0
182,5315,0
182,15673,0
182,14545,0
182,23937,0
182,28319,0
182,6857,0
182,11465,0
182,6593,0
182,6050,0
182,19794,0
182,15392,0
182,2815,0
182,23909,0
182,8252,0
182,7260,0
182,21762,1
183,7964,0
183,25632,0
183,8337,0
183,10827,0
183,20029,0
183,312,0
183,4488,0
183,19493,0
183,7894,0
183,1014,0
183,1539,0
183,5537,1
184,24661,0
184,8564,0
184,4316,0
184,12555,0
184,19248,0
184,19608,0
184,7982,0
184,5231,0
184,1180,0
184,15557,0
184,29187,0
184,3270,0
184,7035,0
184,2854,1
